363,117,65,f
364,117,33,f
365,118,59,f
366,119,93,f
367,119,17,f
368,119,76,f
369,119,86,f
370,120,39,f
371,120,74,f
372,120,39,f
373,120,19,f
374,121,46,f
375,121,23,f
376,121,38,f
377,122,15,f
378,122,82,f
379,123,25,f
380,123,50,f
381,123,52,f
382,124,15,f
383,124,94,f
384,124,51,f
385,125,71,f
386,125,14,f
387,125,47,f
388,125,14,f
389,126,24,f
390,126,21,f
391,126,45,f
392,126,5,f
393,127,19,f
394,128,59,f
395,128,49,f
396,128,55,f
397,128,43,f
398,129,28,f
399,129,46,f
400,129,78,f
401,129,58,f
402,130,88,f
403,130,77,f
404,130,80,f
405,131,92,f
406,131,70,f
407,131,86,f
408,131,70,f
409,132,25,f
410,132,34,f
411,132,56,f
412,132,62,f
413,133,83,f
414,133,93,f
415,133,6,f
416,134,49,f
417,134,33,f
418,134,56,f
419,134,43,f
420,134,53,f
421,135,11,f
422,135,49,f
423,135,46,f
424,135,72,f
425,135,95,f
426,136,99,f
427,137,31,f
428,137,88,f
429,137,36,f
430,137,32,f
431,137,97,f
432,138,81,f
433,139,48,f
434,139,74,f
435,140,61,f
436,140,34,f
437,141,76,f
438,141,4,f
439,141,51,f
440,141,31,f
441,141,34,f
442,142,60,f
443,142,96,f
444,142,95,f
445,142,17,f
446,142,46,f
447,143,46,f
448,144,27,f
449,144,86,f
450,144,61,f
451,144,11,f
452,145,2,f
453,146,83,f
454,147,88,f
455,147,15,f
456,148,95,f
457,149,3,f
458,149,74,f
459,149,74,f
460,149,81,f
461,149,6,f
462,150,21,f
463,150,10,f
464,151,75,f
465,152,53,f
466,152,87,f
467,152,98,f
468,153,37,f
469,153,39,f
470,154,90,f
471,155,10,f
472,155,100,f
473,155,79,f
474,156,71,f
475,156,98,f
476,157,21,f
477,158,82,f
478,158,94,f
479,158,14,f
480,158,79,f
481,159,85,f
482,159,69,f
483,159,65,f
484,160,48,f
485,160,83,f
486,160,29,f
487,161,59,f
488,161,38,f
489,161,35,f
490,161,85,f
491,162,57,f
492,162,24,f
493,163,1,f
494,163,73,f
495,163,69,f
496,163,9,f
497,164,62,f
498,164,58,f
499,164,88,f
500,164,93,f
501,165,95,f
502,165,15,f
503,165,5,f
504,165,96,f
505,165,100,f
506,166,79,f
507,167,80,f
508,167,57,f
509,167,49,f
510,167,75,f
511,167,31,f
512,168,95,f
513,168,81,f
514,168,44,f
515,168,46,f
516,169,24,f
517,169,6,f
518,169,48,f
519,169,52,f
520,169,67,f
521,170,40,f
522,170,84,f
523,170,93,f
524,170,8,f
525,170,59,f
526,171,29,f
527,171,23,f
528,171,27,f
529,171,77,f
530,172,94,f
531,173,45,f
532,173,80,f
533,173,17,f
534,173,18,f
535,174,97,f
536,175,40,f
537,176,23,f
538,176,37,f
539,176,30,f
540,176,19,f
541,176,41,f
542,177,100,f
543,177,68,f
544,177,80,f
545,177,29,f
546,178,35,f
547,178,28,f
548,178,86,f
549,178,68,f
550,179,12,f
551,179,32,f
552,179,91,f
553,179,95,f
554,180,82,f
555,180,38,f
556,180,5,f
557,181,74,f
558,181,17,f
559,181,65,f
560,182,96,f
561,182,10,f
562,182,87,f
563,182,11,f
564,182,53,f
565,183,10,f
566,183,97,f
567,183,5,f
568,183,12,f
569,183,58,f
570,184,99,f
571,184,67,f
572,184,33,f
573,184,98,f
574,185,64,f
575,185,42,f
576,185,2,f
577,186,13,f
578,186,13,f
579,186,99,f
580,186,49,f
581,187,8,f
582,188,35,f
583,188,52,f
584,188,100,f
585,189,70,f
586,189,93,f
587,189,65,f
588,189,44,f
589,190,32,f
590,190,71,f
591,190,93,f
592,191,71,f
593,191,30,f
594,192,45,f
595,192,87,f
596,192,46,f
597,193,72,f
598,193,33,f
599,193,23,f
600,193,77,f
601,193,36,f
602,194,3,f
603,194,22,f
604,194,36,f
605,194,12,f
606,194,91,f
607,195,7,f
608,195,58,f
609,195,71,f
610,195,73,f
611,196,41,f
612,197,99,f
613,197,95,f
614,197,15,f
615,198,93,f
616,198,43,f
617,198,24,f
618,198,20,f
619,198,31,f
620,199,97,f
621,200,70,f
622,200,57,f
623,200,41,f
624,201,44,f
625,202,19,f
626,202,93,f
627,202,9,f
628,202,1,f
629,203,65,f
630,203,68,f
631,204,70,f
632,204,55,f
633,204,27,f
634,204,14,f
635,205,21,f
636,206,44,f
637,206,65,f
638,206,41,f
639,206,47,f
640,206,26,f
641,207,73,f
642,207,74,f
643,207,95,f
644,207,7,f
645,207,49,f
646,208,37,f
647,208,44,f
648,208,48,f
649,208,52,f
650,209,75,f
651,209,80,f
652,209,94,f
653,209,52,f
654,209,67,f
655,210,46,f
656,211,74,f
657,211,58,f
658,212,44,f
659,212,1,f
660,213,9,f
661,213,84,f
662,213,77,f
663,214,99,f
664,214,86,f
665,214,6,f
666,214,45,f
667,215,4,f
668,215,2,f
669,216,2,f
670,216,95,f
671,216,15,f
672,217,11,f
673,217,22,f
674,217,29,f
675,217,21,f
676,217,43,f
677,218,21,f
678,218,77,f
679,218,27,f
680,218,7,f
681,219,98,f
682,219,5,f
683,219,42,f
684,220,51,f
685,221,15,f
686,222,68,f
687,222,81,f
688,223,46,f
689,223,45,f
690,223,74,f
691,223,6,f
692,224,42,f
693,224,24,f
694,225,49,f
695,225,52,f
696,225,57,f
697,225,32,f
698,225,17,f
699,226,20,f
700,226,55,f
701,226,32,f
702,226,16,f
703,227,49,f
704,227,41,f
705,227,32,f
706,227,71,f
707,227,2,f
708,228,44,f
709,228,27,f
710,228,6,f
711,228,80,f
712,229,93,f
713,229,26,f
714,229,90,f
715,229,85,f
716,230,32,f
717,230,74,f
718,230,18,f
719,231,77,f
720,232,58,f
721,232,11,f
722,232,28,f
723,233,15,f
724,233,55,f
725,233,70,f
726,234,45,f
727,234,87,f
728,235,15,f
729,235,63,f
730,235,31,f
731,235,35,f
732,235,91,f
733,236,21,f
734,236,58,f
735,236,80,f
736,237,6,f
737,237,77,f
738,237,82,f
739,237,23,f
740,238,8,f
741,238,27,f
742,238,32,f
743,238,78,f
744,239,33,f
745,239,65,f
746,239,77,f
747,240,75,f
748,240,66,f
749,240,100,f
750,241,19,f
751,241,76,f
752,241,34,f
753,241,5,f
754,241,32,f
755,242,80,f
756,242,44,f
757,243,99,f
758,243,73,f
759,243,73,f
760,243,37,f
761,243,45,f
762,244,79,f
763,244,33,f
764,244,91,f
765,244,76,f
766,244,67,f
767,245,56,f
768,245,29,f
769,245,28,f
770,245,7,f
771,245,10,f
772,246,71,f
773,246,23,f
774,246,91,f
775,247,74,f
776,247,67,f
777,248,84,f
778,248,51,f
779,248,97,f
780,248,5,f
781,249,13,f
782,250,41,f
783,250,12,f
784,250,49,f
785,250,75,f
786,251,27,f
787,251,2,f
788,251,65,f
789,252,23,f
790,252,79,f
791,252,15,f
792,252,73,f
793,253,14,f
794,253,18,f
795,253,89,f
796,253,39,f
797,253,89,f
798,254,53,f
799,254,53,f
800,254,58,f
801,254,36,f
802,255,23,f
803,255,11,f
804,256,44,f
805,257,47,f
806,257,26,f
807,258,58,f
808,258,95,f
809,258,60,f
810,258,86,f
811,259,62,f
812,259,58,f
813,260,53,f
814,260,82,f
815,260,13,f
816,260,93,f
817,260,100,f
818,261,14,f
819,261,76,f
820,261,43,f
821,261,66,f
822,262,77,f
823,262,63,f
824,262,47,f
825,263,85,f
826,263,37,f
827,264,4,f
828,264,27,f
829,264,73,f
830,265,25,f
831,265,20,f
832,265,60,f
833,265,86,f
834,265,48,f
835,266,74,f
836,266,68,f
837,267,93,f
838,267,18,f
839,267,88,f
840,267,28,f
841,268,87,f
842,268,8,f
843,268,19,f
844,268,15,f
845,268,44,f
846,269,18,f
847,269,85,f
848,269,34,f
849,269,39,f
850,270,28,f
851,270,59,f
852,270,46,f
853,270,98,f
854,270,11,f
855,271,26,f
856,271,63,f
857,272,31,f
858,272,61,f
859,272,6,f
860,273,96,f
861,273,68,f
862,273,11,f
863,274,41,f
864,274,52,f
865,275,52,f
866,275,93,f
867,276,94,f
868,276,70,f
869,276,58,f
870,276,95,f
871,277,69,f
872,277,23,f
873,277,21,f
874,277,12,f
875,278,54,f
876,278,43,f
877,278,64,f
878,279,37,f
879,279,9,f
880,279,27,f
881,280,64,f
882,280,61,f
883,281,74,f
884,281,43,f
885,281,60,f
886,282,69,f
887,282,53,f
888,282,71,f
889,282,26,f
890,282,86,f
891,283,46,f
892,283,94,f
893,283,42,f
894,283,40,f
895,283,71,f
896,284,3,f
897,285,35,f
898,285,83,f
899,285,57,f
900,286,42,f
901,286,55,f
902,286,3,f
903,286,31,f
904,287,72,f
905,288,46,f
906,288,69,f
907,288,35,f
908,288,43,f
909,288,82,f
910,289,61,f
911,289,22,f
912,289,3,f
913,289,12,f
914,290,99,f
915,290,38,f
916,290,54,f
917,290,84,f
918,291,28,f
919,291,2,f
920,291,92,f
921,292,53,f
922,292,63,f
923,292,100,f
924,293,98,f
925,293,72,f
926,293,19,f
927,293,26,f
928,293,30,f
929,294,34,f
930,294,63,f
931,294,54,f
932,294,50,f
933,294,91,f
934,295,15,f
935,295,51,f
936,295,41,f
937,295,46,f
938,296,77,f
939,296,15,f
940,296,8,f
941,297,30,f
942,297,6,f
943,297,28,f
944,297,87,f
945,297,36,f
946,298,54,f
947,298,92,f
948,299,65,f
949,299,1,f
950,299,86,f
951,299,4,f
952,299,6,f
953,300,41,f
954,300,90,f
955,300,80,f
956,300,61,f
957,301,77,f
958,301,29,f
959,302,56,f
960,302,30,f
961,302,75,f
962,303,27,f
963,303,37,f
964,303,100,f
965,303,7,f
966,304,36,f
967,304,52,f
968,304,27,f
969,304,58,f
970,305,22,f
971,305,47,f
972,305,80,f
973,306,8,f
974,306,76,f
975,307,47,f
976,308,61,f
977,308,55,f
978,309,12,f
979,309,82,f
980,310,24,f
981,310,49,f
982,311,57,f
983,312,54,f
984,312,24,f
985,312,12,f
986,313,77,f
987,313,30,f
988,313,94,f
989,314,40,f
990,314,4,f
991,315,67,f
992,315,100,f
993,315,97,f
994,316,62,f
995,316,82,f
996,317,13,f
997,317,38,f
998,317,30,f
999,317,21,f
1000,318,83,f
1001,318,75,f
1002,318,52,f
1003,318,6,f
1004,319,33,f
1005,319,5,f
1006,319,27,f
1007,319,39,f
1008,319,58,f
1009,320,14,f
1010,321,44,f
1011,321,58,f
1012,321,16,f
1013,321,5,f
1014,322,38,f
1015,322,27,f
1016,322,7,f
1017,322,68,f
1018,323,60,f
1019,323,4,f
1020,324,65,f
1021,325,39,f
1022,325,38,f
1023,325,32,f
1024,325,3,f
1025,325,70,f
1026,326,70,f
1027,326,51,f
1028,326,56,f
1029,327,89,f
1030,327,45,f
1031,327,26,f
1032,327,38,f
1033,328,77,f
1034,328,1,f
1035,328,60,f
1036,328,27,f
1037,329,10,f
1038,329,4,f
1039,329,28,f
1040,330,35,f
1041,331,13,f
1042,331,49,f
1043,331,22,f
1044,331,10,f
1045,331,9,f
1046,332,20,f
1047,332,5,f
1048,332,33,f
1049,332,5,f
1050,333,89,f
1051,333,66,f
1052,333,86,f
1053,333,5,f
1054,334,76,f
1055,334,63,f
1056,334,65,f
1057,334,83,f
1058,335,99,f
1059,335,24,f
1060,335,17,f
1061,335,39,f
1062,335,65,f
1063,336,46,f
1064,336,85,f
1065,337,40,f
1066,337,38,f
1067,337,80,f
1068,337,97,f
1069,337,72,f
1070,338,100,f
1071,338,41,f
1072,338,16,f
1073,339,14,f
1074,340,44,f
1075,340,32,f
1076,341,97,f
1077,342,50,f
1078,342,41,f
1079,342,82,f
1080,343,97,f
1081,343,92,f
1082,343,19,f
1083,344,64,f
1084,344,14,f
1085,345,31,f
1086,345,30,f
1087,345,46,f
1088,346,10,f
1089,346,32,f
1090,347,7,f
1091,347,22,f
1092,348,65,f
1093,348,35,f
1094,348,46,f
1095,348,76,f
1096,348,75,f
1097,349,22,f
1098,349,36,f
1099,349,25,f
1100,349,64,f
1101,349,39,f
1102,350,82,f
1103,350,64,f
1104,350,38,f
1105,350,83,f
1106,351,18,f
1107,351,69,f
1108,351,62,f
1109,351,38,f
1110,351,66,f
1111,352,80,f
1112,352,66,f
1113,352,60,f
1114,353,46,f
1115,353,17,f
1116,353,81,f
1117,354,55,f
1118,354,19,f
1119,355,8,f
1120,355,56,f
1121,356,37,f
1122,356,95,f
1123,356,3,f
1124,356,46,f
1125,356,25,f
1126,357,25,f
1127,357,29,f
1128,358,91,f
1129,359,65,f
1130,359,73,f
1131,359,71,f
1132,359,76,f
1133,359,62,f
1134,360,34,f
1135,360,61,f
1136,361,37,f
1137,361,58,f
1138,361,97,f
1139,361,67,f
1140,361,40,f
1141,362,74,f
1142,362,52,f
1143,362,73,f
1144,362,80,f
1145,362,46,f
1146,363,81,f
1147,364,30,f
1148,364,83,f
1149,365,12,f
1150,365,54,f
1151,365,60,f
1152,365,13,f
1153,365,94,f
1154,366,40,f
1155,367,99,f
1156,367,38,f
1157,367,32,f
1158,367,1,f
1159,367,88,f
1160,368,3,f
1161,368,35,f
1162,369,79,f
1163,369,48,f
1164,370,44,f
1165,370,1,f
1166,370,58,f
1167,371,6,f
1168,371,6,f
1169,371,42,f
1170,371,35,f
1171,371,71,f
1172,372,66,f
1173,372,71,f
1174,372,24,f
1175,372,68,f
1176,373,76,f
1177,373,90,f
1178,373,16,f
1179,373,51,f
1180,373,80,f
1181,374,40,f
1182,374,60,f
1183,375,97,f
1184,375,69,f
1185,375,79,f
1186,375,47,f
1187,376,21,f
1188,376,24,f
1189,376,74,f
1190,377,85,f
1191,377,52,f
1192,377,24,f
1193,378,48,f
1194,378,24,f
1195,378,56,f
1196,378,88,f
1197,378,84,f
1198,379,22,f
1199,379,65,f
1200,380,87,f
1201,381,74,f
1202,381,25,f
1203,382,91,f
1204,382,31,f
1205,382,94,f
1206,382,40,f
1207,383,62,f
1208,383,70,f
1209,383,94,f
1210,384,66,f
1211,384,43,f
1212,385,58,f
1213,385,17,f
1214,385,63,f
1215,385,17,f
1216,385,94,f
1217,386,51,f
1218,386,8,f
1219,386,52,f
1220,386,54,f
1221,386,8,f
1222,387,51,f
1223,387,37,f
1224,387,54,f
1225,387,40,f
1226,387,91,f
1227,388,87,f
1228,388,97,f
1229,388,96,f
1230,388,63,f
1231,388,47,f
1232,389,64,f
1233,389,19,f
1234,389,38,f
1235,390,60,f
1236,390,60,f
1237,390,44,f
1238,391,31,f
1239,392,53,f
1240,393,30,f
1241,393,2,f
1242,393,59,f
1243,393,44,f
1244,394,23,f
1245,394,40,f
1246,394,84,f
1247,394,47,f
1248,395,70,f
1249,395,33,f
1250,395,44,f
1251,395,2,f
1252,396,5,f
1253,396,25,f
1254,396,2,f
1255,397,83,f
1256,397,36,f
1257,397,82,f
1258,398,12,f
1259,398,82,f
1260,398,78,f
1261,399,29,f
1262,399,88,f
1263,399,28,f
1264,400,49,f
1265,400,19,f
1266,400,46,f
1267,400,19,f
1268,400,27,f
1269,401,88,f
1270,402,88,f
1271,402,51,f
1272,403,72,f
1273,403,34,f
1274,403,74,f
1275,403,1,f
1276,404,58,f
1277,404,51,f
1278,405,64,f
1279,406,26,f
1280,406,78,f
1281,406,15,f
1282,407,18,f
1283,408,67,f
1284,408,64,f
1285,408,45,f
1286,408,36,f
1287,408,41,f
1288,409,22,f
1289,409,99,f
1290,409,84,f
1291,410,60,f
1292,410,42,f
1293,410,74,f
1294,411,74,f
1295,411,7,f
1296,411,58,f
1297,411,44,f
1298,411,89,f
1299,412,46,f
1300,412,99,f
1301,413,56,f
1302,413,13,f
1303,413,15,f
1304,413,6,f
1305,413,42,f
1306,414,70,f
1307,414,64,f
1308,414,43,f
1309,414,2,f
1310,414,36,f
1311,415,59,f
1312,415,22,f
1313,415,77,f
1314,415,57,f
1315,415,42,f
1316,416,84,f
1317,416,25,f
1318,416,61,f
1319,416,34,f
1320,416,36,f
1321,417,16,f
1322,417,52,f
1323,417,58,f
1324,417,68,f
1325,417,89,f
1326,418,25,f
1327,418,47,f
1328,419,26,f
1329,419,5,f
1330,419,33,f
1331,419,72,f
1332,420,46,f
1333,420,33,f
1334,420,88,f
1335,420,54,f
1336,420,18,f
1337,421,69,f
1338,421,98,f
1339,421,66,f
1340,421,88,f
1341,421,92,f
1342,422,44,f
1343,422,34,f
1344,422,65,f
1345,422,58,f
1346,422,29,f
1347,423,53,f
1348,423,7,f
1349,423,68,f
1350,423,62,f
1351,423,14,f
1352,424,51,f
1353,424,43,f
1354,424,6,f
1355,424,69,f
1356,425,68,f
1357,425,66,f
1358,425,47,f
1359,425,42,f
1360,426,44,f
1361,426,74,f
1362,427,6,f
1363,427,48,f
1364,427,12,f
1365,427,16,f
1366,428,3,f
1367,428,9,f
1368,428,84,f
1369,428,76,f
1370,429,83,f
1371,429,59,f
1372,429,75,f
1373,429,97,f
1374,429,63,f
1375,430,85,f
1376,430,94,f
1377,430,82,f
1378,430,3,f
1379,430,95,f
1380,431,83,f
1381,431,16,f
1382,431,15,f
1383,432,46,f
1384,433,37,f
1385,434,85,f
1386,434,85,f
1387,434,69,f
1388,434,20,f
1389,434,43,f
1390,435,25,f
1391,435,58,f
1392,435,89,f
1393,436,52,f
1394,436,71,f
1395,437,30,f
1396,437,10,f
1397,437,51,f
1398,437,18,f
1399,438,57,f
1400,439,31,f
1401,440,35,f
1402,440,88,f
1403,440,71,f
1404,440,61,f
1405,440,25,f
1406,441,25,f
1407,441,38,f
1408,441,22,f
1409,441,22,f
1410,442,89,f
1411,442,79,f
1412,443,21,f
1413,443,86,f
1414,444,29,f
1415,445,52,f
1416,445,67,f
1417,445,10,f
1418,446,37,f
1419,446,66,f
1420,446,32,f
1421,447,81,f
1422,447,4,f
1423,447,33,f
1424,448,49,f
1425,448,12,f
1426,448,99,f
1427,448,78,f
1428,448,85,f
1429,449,99,f
1430,449,51,f
1431,449,51,f
1432,449,18,f
1433,449,67,f
1434,450,60,f
1435,450,40,f
1436,451,45,f
1437,452,64,f
1438,452,17,f
1439,452,59,f
1440,452,39,f
1441,452,60,f
1442,453,97,f
1443,453,33,f
1444,453,39,f
1445,454,60,f
1446,454,6,f
1447,454,24,f
1448,454,98,f
1449,455,88,f
1450,455,26,f
1451,455,9,f
1452,455,20,f
1453,456,58,f
1454,456,61,f
1455,456,60,f
1456,456,89,f
1457,457,95,f
1458,457,70,f
1459,457,9,f
1460,457,6,f
1461,457,24,f
1462,458,47,f
1463,458,97,f
1464,458,32,f
1465,458,1,f
1466,458,79,f
1467,459,68,f
1468,459,98,f
1469,459,84,f
1470,459,84,f
1471,460,17,f
1472,460,80,f
1473,460,18,f
1474,460,28,f
1475,461,24,f
1476,461,55,f
1477,461,95,f
1478,461,72,f
1479,462,70,f
1480,462,51,f
1481,462,67,f
1482,462,87,f
1483,462,31,f
1484,463,67,f
1485,463,15,f
1486,463,60,f
1487,463,4,f
1488,464,41,f
1489,465,90,f
1490,465,56,f
1491,465,49,f
1492,465,10,f
1493,465,14,f
1494,466,27,f
1495,466,27,f
1496,467,59,f
1497,468,39,f
1498,468,24,f
1499,468,93,f
1500,468,38,f
1501,469,34,f
1502,469,60,f
1503,469,60,f
1504,469,38,f
1505,470,17,f
1506,470,2,f
1507,470,14,f
1508,470,99,f
1509,471,70,f
1510,471,79,f
1511,472,18,f
1512,473,87,f
1513,473,96,f
1514,473,36,f
1515,474,39,f
1516,474,89,f
1517,474,6,f
1518,475,73,f
1519,475,84,f
1520,476,30,f
1521,476,58,f
1522,476,52,f
1523,477,41,f
1524,477,7,f
1525,477,38,f
1526,477,11,f
1527,478,17,f
1528,479,96,f
1529,479,58,f
1530,480,52,f
1531,480,79,f
1532,480,42,f
1533,480,66,f
1534,480,98,f
1535,481,58,f
1536,481,33,f
1537,481,22,f
1538,481,61,f
1539,482,63,f
1540,482,14,f
1541,482,71,f
1542,482,95,f
1543,483,78,f
1544,483,9,f
1545,483,92,f
1546,483,95,f
1547,484,8,f
1548,485,87,f
1549,485,30,f
1550,485,62,f
1551,486,4,f
1552,486,3,f
1553,486,62,f
1554,486,98,f
1555,486,85,f
1556,487,58,f
1557,487,49,f
1558,487,37,f
1559,487,48,f
1560,487,80,f
1561,488,6,f
1562,488,77,f
1563,488,47,f
1564,489,100,f
1565,489,66,f
1566,489,70,f
1567,490,65,f
1568,490,64,f
1569,490,87,f
1570,490,86,f
1571,490,8,f
1572,491,23,f
1573,491,77,f
1574,491,79,f
1575,491,51,f
1576,491,2,f
1577,492,16,f
1578,492,72,f
1579,493,74,f
1580,493,14,f
1581,493,93,f
1582,494,11,f
1583,494,50,f
1584,494,53,f
1585,494,67,f
1586,494,4,f
1587,495,44,f
1588,495,58,f
1589,495,56,f
1590,495,93,f
1591,495,28,f
1592,496,100,f
1593,497,23,f
1594,497,62,f
1595,497,92,f
1596,497,25,f
1597,497,94,f
1598,498,89,f
1599,499,63,f
1600,499,85,f
1601,499,18,f
1602,500,29,f
1603,500,86,f
1604,500,96,f
1605,501,44,f
1606,501,84,f
1607,501,68,f
1608,501,39,f
1609,502,39,f
1610,503,76,f
1611,503,61,f
1612,504,57,f
1613,504,28,f
1614,504,99,f
1615,504,80,f
1616,504,52,f
1617,505,81,f
1618,505,96,f
1619,506,79,f
1620,506,83,f
1621,506,4,f
1622,507,100,f
1623,507,89,f
1624,507,64,f
1625,507,63,f
1626,508,65,f
1627,508,38,f
1628,508,90,f
1629,508,76,f
1630,508,30,f
1631,509,17,f
1632,510,78,f
1633,511,2,f
1634,512,97,f
1635,513,16,f
1636,513,66,f
1637,513,82,f
1638,513,92,f
1639,513,69,f
1640,514,69,f
1641,514,68,f
1642,514,45,f
1643,515,73,f
1644,516,49,f
1645,517,92,f
1646,517,16,f
1647,518,48,f
1648,519,88,f
1649,519,78,f
1650,519,19,f
1651,519,39,f
1652,520,20,f
1653,520,34,f
1654,520,22,f
1655,520,93,f
1656,521,19,f
1657,521,11,f
1658,521,9,f
1659,521,16,f
1660,521,51,f
1661,522,51,f
1662,523,15,f
1663,523,60,f
1664,523,27,f
1665,523,24,f
1666,524,56,f
